Month,DepartmentType,LocationName,Area,NumberOfAttendancesEpisode,NumberMeetingTargetEpisode,AttendanceGreater8hrs,AttendanceGreater12hrs,UnaccountedAttendanceWait,DischargeDestinationAdmissionToSame,DischargeDestinationOtherSpecialty,DischargeDestinationResidence,DischargeDestinationTransfer,DischargeDestinationUnknown,Year,NumberMeetingTargetEpisodePercentage,AttendanceGreater8hrsPercentage,AttendanceGreater12hrsPercentage,UnaccountedAttendanceWaitPercentage,DischargeDestinationAdmissionToSamePercentage,DischargeDestinationOtherSpecialtyPercentage,DischargeDestinationResidencePercentage,DischargeDestinationTransferPercentage,DischargeDestinationUnknownPercentage
10-2007,Emergency Department,University Hospital Ayr,NHS Ayrshire and Arran,3452.0,3304.0,1.0,0.0,147.0,1275.0,0.0,2033.0,78.0,66.0,2007,95.71,0.03,0.0,4.26,36.94,0.0,58.89,2.26,1.91
10-2007,Emergency Department,Borders General Hospital,NHS Borders,1912.0,1895.0,0.0,0.0,17.0,639.0,3.0,1056.0,20.0,194.0,2007,99.11,0.0,0.0,0.89,33.42,0.16,55.23,1.05,10.15
10-2007,Emergency Department,Dumfries & Galloway Royal Infirmary,NHS Dumfries and Galloway,2760.0,2724.0,1.0,0.0,35.0,924.0,4.0,1765.0,19.0,48.0,2007,98.7,0.04,0.0,1.27,33.48,0.14,63.95,0.69,1.74
10-2007,Emergency Department,Victoria Hospital,NHS Fife,3726.0,3629.0,1.0,0.0,96.0,635.0,158.0,2831.0,35.0,67.0,2007,97.4,0.03,0.0,2.58,17.04,4.24,75.98,0.94,1.8
10-2007,Emergency Department,Queen Margaret Hospital,NHS Fife,3358.0,3275.0,3.0,0.0,80.0,680.0,169.0,2444.0,29.0,36.0,2007,97.53,0.09,0.0,2.38,20.25,5.03,72.78,0.86,1.07
10-2007,Minor Injury Unit or Other,Falkirk Community Hospital,NHS Forth Valley,1812.0,1810.0,0.0,0.0,2.0,0.0,0.0,1295.0,207.0,310.0,2007,99.89,0.0,0.0,0.11,0.0,0.0,71.47,11.42,17.11
10-2007,Emergency Department,Stirling Community Hospital,NHS Forth Valley,4018.0,3940.0,3.0,0.0,75.0,1138.0,7.0,2307.0,38.0,528.0,2007,98.06,0.07,0.0,1.87,28.32,0.17,57.42,0.95,13.14
10-2007,Emergency Department,Aberdeen Royal Infirmary,NHS Grampian,5279.0,5144.0,9.0,1.0,125.0,1216.0,31.0,3920.0,78.0,34.0,2007,97.44,0.17,0.02,2.37,23.03,0.59,74.26,1.48,0.64
10-2007,Emergency Department,Royal Aberdeen Children's Hospital,NHS Grampian,1341.0,1340.0,0.0,0.0,1.0,361.0,0.0,979.0,1.0,0.0,2007,99.93,0.0,0.0,0.07,26.92,0.0,73.01,0.07,0.0
10-2007,Emergency Department,Dr Gray's Hospital,NHS Grampian,1881.0,1838.0,0.0,0.0,43.0,536.0,3.0,1288.0,27.0,27.0,2007,97.71,0.0,0.0,2.29,28.5,0.16,68.47,1.44,1.44
10-2007,Minor Injury Unit or Other,Kincardine Community Hospital,NHS Grampian,125.0,125.0,0.0,0.0,0.0,0.0,0.0,100.0,24.0,1.0,2007,100.0,0.0,0.0,0.0,0.0,0.0,80.0,19.2,0.8
10-2007,Minor Injury Unit or Other,Vale of Leven General Hospital,NHS Greater Glasgow and Clyde,1196.0,1193.0,0.0,0.0,3.0,318.0,0.0,784.0,84.0,10.0,2007,99.75,0.0,0.0,0.25,26.59,0.0,65.55,7.02,0.84
10-2007,Emergency Department,Inverclyde Royal Hospital,NHS Greater Glasgow and Clyde,2645.0,2590.0,0.0,0.0,55.0,581.0,7.0,1904.0,32.0,121.0,2007,97.92,0.0,0.0,2.08,21.97,0.26,71.98,1.21,4.57
10-2007,Emergency Department,Royal Alexandra Hospital,NHS Greater Glasgow and Clyde,5797.0,5579.0,4.0,0.0,214.0,1712.0,7.0,3651.0,62.0,365.0,2007,96.24,0.07,0.0,3.69,29.53,0.12,62.98,1.07,6.3
10-2007,Emergency Department,Glasgow Royal Infirmary,NHS Greater Glasgow and Clyde,6562.0,6174.0,15.0,0.0,373.0,2091.0,19.0,3934.0,134.0,384.0,2007,94.09,0.23,0.0,5.68,31.87,0.29,59.95,2.04,5.85
10-2007,Emergency Department,Stobhill Hospital,NHS Greater Glasgow and Clyde,3577.0,3434.0,1.0,0.0,142.0,1064.0,1.0,2333.0,54.0,125.0,2007,96.0,0.03,0.0,3.97,29.75,0.03,65.22,1.51,3.49
10-2007,Emergency Department,New Victoria Hospital,NHS Greater Glasgow and Clyde,5788.0,5676.0,2.0,1.0,109.0,1572.0,21.0,4022.0,138.0,35.0,2007,98.06,0.03,0.02,1.88,27.16,0.36,69.49,2.38,0.6
10-2007,Emergency Department,Queen Elizabeth University Hospital,NHS Greater Glasgow and Clyde,4028.0,3852.0,3.0,0.0,173.0,1241.0,9.0,2604.0,36.0,138.0,2007,95.63,0.07,0.0,4.29,30.81,0.22,64.65,0.89,3.43
10-2007,Emergency Department,Royal Hospital for Children,NHS Greater Glasgow and Clyde,3316.0,3249.0,0.0,0.0,67.0,528.0,1.0,2776.0,4.0,7.0,2007,97.98,0.0,0.0,2.02,15.92,0.03,83.72,0.12,0.21
10-2007,Emergency Department,West Glasgow,NHS Greater Glasgow and Clyde,5270.0,4876.0,21.0,3.0,370.0,1701.0,7.0,3198.0,108.0,256.0,2007,92.52,0.4,0.06,7.02,32.28,0.13,60.68,2.05,4.86
10-2007,Emergency Department,Raigmore Hospital,NHS Highland,2360.0,2337.0,2.0,0.0,21.0,512.0,20.0,1828.0,0.0,0.0,2007,99.03,0.08,0.0,0.89,21.69,0.85,77.46,0.0,0.0
10-2007,Emergency Department,University Hospital Monklands,NHS Lanarkshire,5627.0,5417.0,7.0,0.0,203.0,1641.0,12.0,3934.0,17.0,23.0,2007,96.27,0.12,0.0,3.61,29.16,0.21,69.91,0.3,0.41
10-2007,Emergency Department,University Hospital Hairmyres,NHS Lanarkshire,4461.0,4296.0,20.0,5.0,140.0,880.0,7.0,3530.0,11.0,33.0,2007,96.3,0.45,0.11,3.14,19.73,0.16,79.13,0.25,0.74
10-2007,Emergency Department,University Hospital Wishaw,NHS Lanarkshire,5575.0,5479.0,4.0,1.0,91.0,1336.0,3.0,4203.0,7.0,26.0,2007,98.28,0.07,0.02,1.63,23.96,0.05,75.39,0.13,0.47
10-2007,Minor Injury Unit or Other,Western General Hospital,NHS Lothian,2934.0,2745.0,8.0,0.0,181.0,954.0,4.0,1972.0,4.0,0.0,2007,93.56,0.27,0.0,6.17,32.52,0.14,67.21,0.14,0.0
10-2007,Emergency Department,St John's Hospital,NHS Lothian,3871.0,3796.0,2.0,0.0,73.0,759.0,7.0,2790.0,91.0,224.0,2007,98.06,0.05,0.0,1.89,19.61,0.18,72.07,2.35,5.79
10-2007,Emergency Department,Royal Infirmary of Edinburgh at Little France,NHS Lothian,8971.0,8438.0,13.0,0.0,520.0,2829.0,13.0,5978.0,151.0,0.0,2007,94.06,0.14,0.0,5.8,31.53,0.14,66.64,1.68,0.0
10-2007,Emergency Department,Royal Hospital for Children and Young People,NHS Lothian,2956.0,2928.0,0.0,0.0,28.0,528.0,1.0,2425.0,2.0,0.0,2007,99.05,0.0,0.0,0.95,17.86,0.03,82.04,0.07,0.0
10-2007,Emergency Department,Gilbert Bain Hospital,NHS Shetland,676.0,670.0,1.0,0.0,5.0,130.0,0.0,519.0,0.0,27.0,2007,99.11,0.15,0.0,0.74,19.23,0.0,76.78,0.0,3.99
10-2007,Emergency Department,Ninewells Hospital,NHS Tayside,4057.0,4025.0,0.0,0.0,32.0,952.0,14.0,2960.0,30.0,101.0,2007,99.21,0.0,0.0,0.79,23.47,0.35,72.96,0.74,2.49
10-2007,Emergency Department,Perth Royal Infirmary,NHS Tayside,2105.0,2071.0,0.0,0.0,34.0,403.0,2.0,1489.0,61.0,150.0,2007,98.38,0.0,0.0,1.62,19.14,0.1,70.74,2.9,7.13
10-2007,Minor Injury Unit or Other,Blairgowrie & Rattray Cottage Hospital,NHS Tayside,116.0,116.0,0.0,0.0,0.0,2.0,0.0,114.0,0.0,0.0,2007,100.0,0.0,0.0,0.0,1.72,0.0,98.28,0.0,0.0
10-2007,Minor Injury Unit or Other,Arbroath Infirmary,NHS Tayside,666.0,666.0,0.0,0.0,0.0,39.0,0.0,627.0,0.0,0.0,2007,100.0,0.0,0.0,0.0,5.86,0.0,94.14,0.0,0.0
10-2007,Minor Injury Unit or Other,Brechin Infirmary,NHS Tayside,143.0,143.0,0.0,0.0,0.0,3.0,0.0,140.0,0.0,0.0,2007,100.0,0.0,0.0,0.0,2.1,0.0,97.9,0.0,0.0
10-2007,Minor Injury Unit or Other,Whitehills Health and Community Care Centre,NHS Tayside,405.0,405.0,0.0,0.0,0.0,4.0,0.0,401.0,0.0,0.0,2007,100.0,0.0,0.0,0.0,0.99,0.0,99.01,0.0,0.0
10-2007,Emergency Department,Western Isles Hospital,NHS Western Isles,643.0,627.0,0.0,0.0,16.0,155.0,0.0,476.0,1.0,11.0,2007,97.51,0.0,0.0,2.49,24.11,0.0,74.03,0.16,1.71
11-2007,Emergency Department,University Hospital Crosshouse,NHS Ayrshire and Arran,5119.0,5042.0,4.0,0.0,73.0,2014.0,7.0,2877.0,14.0,207.0,2007,98.5,0.08,0.0,1.43,39.34,0.14,56.2,0.27,4.04
11-2007,Emergency Department,University Hospital Ayr,NHS Ayrshire and Arran,3061.0,2980.0,2.0,0.0,79.0,1176.0,0.0,1748.0,60.0,77.0,2007,97.35,0.07,0.0,2.58,38.42,0.0,57.11,1.96,2.52
11-2007,Emergency Department,Borders General Hospital,NHS Borders,1805.0,1784.0,0.0,0.0,21.0,620.0,3.0,976.0,27.0,179.0,2007,98.84,0.0,0.0,1.16,34.35,0.17,54.07,1.5,9.92
11-2007,Emergency Department,Dumfries & Galloway Royal Infirmary,NHS Dumfries and Galloway,2618.0,2577.0,0.0,0.0,41.0,910.0,7.0,1669.0,13.0,19.0,2007,98.43,0.0,0.0,1.57,34.76,0.27,63.75,0.5,0.73
11-2007,Emergency Department,Victoria Hospital,NHS Fife,3361.0,3287.0,0.0,0.0,74.0,574.0,30.0,2646.0,44.0,67.0,2007,97.8,0.0,0.0,2.2,17.08,0.89,78.73,1.31,1.99
11-2007,Emergency Department,Queen Margaret Hospital,NHS Fife,3186.0,3062.0,4.0,0.0,120.0,699.0,119.0,2258.0,26.0,84.0,2007,96.11,0.13,0.0,3.77,21.94,3.74,70.87,0.82,2.64
11-2007,Minor Injury Unit or Other,Falkirk Community Hospital,NHS Forth Valley,1610.0,1606.0,0.0,0.0,4.0,0.0,0.0,1182.0,177.0,251.0,2007,99.75,0.0,0.0,0.25,0.0,0.0,73.42,10.99,15.59
11-2007,Emergency Department,Stirling Community Hospital,NHS Forth Valley,3903.0,3817.0,2.0,0.0,84.0,1172.0,4.0,2193.0,27.0,507.0,2007,97.8,0.05,0.0,2.15,30.03,0.1,56.19,0.69,12.99
11-2007,Emergency Department,Aberdeen Royal Infirmary,NHS Grampian,4974.0,4738.0,27.0,6.0,203.0,1210.0,22.0,3629.0,87.0,26.0,2007,95.26,0.54,0.12,4.08,24.33,0.44,72.96,1.75,0.52
11-2007,Emergency Department,Royal Aberdeen Children's Hospital,NHS Grampian,1204.0,1202.0,0.0,0.0,2.0,374.0,0.0,827.0,2.0,1.0,2007,99.83,0.0,0.0,0.17,31.06,0.0,68.69,0.17,0.08
11-2007,Emergency Department,Dr Gray's Hospital,NHS Grampian,1699.0,1680.0,0.0,0.0,19.0,505.0,3.0,1157.0,13.0,21.0,2007,98.88,0.0,0.0,1.12,29.72,0.18,68.1,0.77,1.24
11-2007,Minor Injury Unit or Other,Kincardine Community Hospital,NHS Grampian,122.0,122.0,0.0,0.0,0.0,0.0,0.0,104.0,18.0,0.0,2007,100.0,0.0,0.0,0.0,0.0,0.0,85.25,14.75,0.0
11-2007,Minor Injury Unit or Other,Vale of Leven General Hospital,NHS Greater Glasgow and Clyde,1153.0,1148.0,0.0,0.0,5.0,311.0,1.0,770.0,65.0,6.0,2007,99.57,0.0,0.0,0.43,26.97,0.09,66.78,5.64,0.52
11-2007,Emergency Department,Inverclyde Royal Hospital,NHS Greater Glasgow and Clyde,2493.0,2459.0,1.0,0.0,33.0,572.0,1.0,1800.0,30.0,90.0,2007,98.64,0.04,0.0,1.32,22.94,0.04,72.2,1.2,3.61
11-2007,Emergency Department,Royal Alexandra Hospital,NHS Greater Glasgow and Clyde,5317.0,5214.0,3.0,0.0,100.0,1532.0,11.0,3383.0,54.0,337.0,2007,98.06,0.06,0.0,1.88,28.81,0.21,63.63,1.02,6.34
11-2007,Emergency Department,Glasgow Royal Infirmary,NHS Greater Glasgow and Clyde,5949.0,5651.0,1.0,0.0,297.0,1864.0,22.0,3670.0,112.0,281.0,2007,94.99,0.02,0.0,4.99,31.33,0.37,61.69,1.88,4.72
11-2007,Emergency Department,Stobhill Hospital,NHS Greater Glasgow and Clyde,3302.0,3185.0,4.0,0.0,113.0,980.0,0.0,2164.0,41.0,117.0,2007,96.46,0.12,0.0,3.42,29.68,0.0,65.54,1.24,3.54
11-2007,Emergency Department,New Victoria Hospital,NHS Greater Glasgow and Clyde,5412.0,5320.0,2.0,0.0,90.0,1446.0,9.0,3744.0,96.0,117.0,2007,98.3,0.04,0.0,1.66,26.72,0.17,69.18,1.77,2.16
11-2007,Emergency Department,Queen Elizabeth University Hospital,NHS Greater Glasgow and Clyde,3750.0,3590.0,1.0,0.0,159.0,1079.0,5.0,2211.0,31.0,424.0,2007,95.73,0.03,0.0,4.24,28.77,0.13,58.96,0.83,11.31
11-2007,Emergency Department,Royal Hospital for Children,NHS Greater Glasgow and Clyde,3456.0,3393.0,5.0,4.0,54.0,515.0,0.0,2929.0,4.0,8.0,2007,98.18,0.14,0.12,1.56,14.9,0.0,84.75,0.12,0.23
11-2007,Emergency Department,West Glasgow,NHS Greater Glasgow and Clyde,4914.0,4643.0,12.0,7.0,252.0,1560.0,13.0,2974.0,100.0,267.0,2007,94.49,0.24,0.14,5.13,31.75,0.26,60.52,2.04,5.43
11-2007,Emergency Department,Raigmore Hospital,NHS Highland,2218.0,2191.0,0.0,0.0,27.0,514.0,16.0,1687.0,1.0,0.0,2007,98.78,0.0,0.0,1.22,23.17,0.72,76.06,0.05,0.0
11-2007,Emergency Department,University Hospital Monklands,NHS Lanarkshire,5208.0,5145.0,7.0,0.0,56.0,1528.0,9.0,3640.0,19.0,12.0,2007,98.79,0.13,0.0,1.08,29.34,0.17,69.89,0.36,0.23
11-2007,Emergency Department,University Hospital Hairmyres,NHS Lanarkshire,4526.0,4323.0,34.0,20.0,149.0,998.0,7.0,3483.0,15.0,23.0,2007,95.51,0.75,0.44,3.29,22.05,0.15,76.96,0.33,0.51
11-2007,Emergency Department,University Hospital Wishaw,NHS Lanarkshire,5408.0,5345.0,7.0,0.0,56.0,1291.0,7.0,4073.0,14.0,23.0,2007,98.84,0.13,0.0,1.04,23.87,0.13,75.31,0.26,0.43
11-2007,Minor Injury Unit or Other,Western General Hospital,NHS Lothian,2900.0,2802.0,10.0,0.0,88.0,921.0,1.0,1967.0,11.0,0.0,2007,96.62,0.34,0.0,3.03,31.76,0.03,67.83,0.38,0.0
11-2007,Emergency Department,St John's Hospital,NHS Lothian,3635.0,3599.0,0.0,0.0,36.0,797.0,2.0,2576.0,84.0,176.0,2007,99.01,0.0,0.0,0.99,21.93,0.06,70.87,2.31,4.84
11-2007,Emergency Department,Royal Infirmary of Edinburgh at Little France,NHS Lothian,8516.0,8155.0,20.0,0.0,341.0,2627.0,14.0,5692.0,183.0,0.0,2007,95.76,0.23,0.0,4.0,30.85,0.16,66.84,2.15,0.0
11-2007,Emergency Department,Royal Hospital for Children and Young People,NHS Lothian,3002.0,2964.0,0.0,0.0,38.0,534.0,0.0,2467.0,1.0,0.0,2007,98.73,0.0,0.0,1.27,17.79,0.0,82.18,0.03,0.0
11-2007,Emergency Department,Gilbert Bain Hospital,NHS Shetland,622.0,621.0,0.0,0.0,1.0,113.0,0.0,489.0,3.0,17.0,2007,99.84,0.0,0.0,0.16,18.17,0.0,78.62,0.48,2.73
11-2007,Emergency Department,Ninewells Hospital,NHS Tayside,3863.0,3821.0,1.0,0.0,41.0,930.0,15.0,2798.0,38.0,82.0,2007,98.91,0.03,0.0,1.06,24.07,0.39,72.43,0.98,2.12
11-2007,Emergency Department,Perth Royal Infirmary,NHS Tayside,1938.0,1930.0,0.0,0.0,8.0,334.0,6.0,1437.0,40.0,121.0,2007,99.59,0.0,0.0,0.41,17.23,0.31,74.15,2.06,6.24
11-2007,Minor Injury Unit or Other,Blairgowrie & Rattray Cottage Hospital,NHS Tayside,146.0,146.0,0.0,0.0,0.0,4.0,0.0,142.0,0.0,0.0,2007,100.0,0.0,0.0,0.0,2.74,0.0,97.26,0.0,0.0
11-2007,Minor Injury Unit or Other,Arbroath Infirmary,NHS Tayside,682.0,682.0,0.0,0.0,0.0,33.0,0.0,649.0,0.0,0.0,2007,100.0,0.0,0.0,0.0,4.84,0.0,95.16,0.0,0.0
11-2007,Minor Injury Unit or Other,Brechin Infirmary,NHS Tayside,143.0,143.0,0.0,0.0,0.0,1.0,0.0,142.0,0.0,0.0,2007,100.0,0.0,0.0,0.0,0.7,0.0,99.3,0.0,0.0
11-2007,Minor Injury Unit or Other,Whitehills Health and Community Care Centre,NHS Tayside,358.0,358.0,0.0,0.0,0.0,3.0,0.0,355.0,0.0,0.0,2007,100.0,0.0,0.0,0.0,0.84,0.0,99.16,0.0,0.0
11-2007,Emergency Department,Western Isles Hospital,NHS Western Isles,463.0,456.0,0.0,0.0,7.0,115.0,0.0,344.0,0.0,4.0,2007,98.49,0.0,0.0,1.51,24.84,0.0,74.3,0.0,0.86
12-2007,Emergency Department,University Hospital Crosshouse,NHS Ayrshire and Arran,5067.0,4979.0,2.0,0.0,86.0,2147.0,5.0,2739.0,58.0,118.0,2007,98.26,0.04,0.0,1.7,42.37,0.1,54.06,1.14,2.33
12-2007,Emergency Department,University Hospital Ayr,NHS Ayrshire and Arran,3189.0,3094.0,1.0,0.0,94.0,1247.0,0.0,1801.0,73.0,68.0,2007,97.02,0.03,0.0,2.95,39.1,0.0,56.48,2.29,2.13
12-2007,Emergency Department,Borders General Hospital,NHS Borders,1962.0,1919.0,1.0,0.0,42.0,719.0,9.0,1007.0,21.0,206.0,2007,97.81,0.05,0.0,2.14,36.65,0.46,51.33,1.07,10.5
12-2007,Emergency Department,Galloway Community Hospital,NHS Dumfries and Galloway,860.0,851.0,0.0,0.0,9.0,53.0,0.0,737.0,6.0,64.0,2007,98.95,0.0,0.0,1.05,6.16,0.0,85.7,0.7,7.44
12-2007,Emergency Department,Dumfries & Galloway Royal Infirmary,NHS Dumfries and Galloway,2813.0,2743.0,0.0,0.0,70.0,1020.0,4.0,1740.0,20.0,29.0,2007,97.51,0.0,0.0,2.49,36.26,0.14,61.86,0.71,1.03
12-2007,Emergency Department,Victoria Hospital,NHS Fife,3426.0,3348.0,4.0,0.0,74.0,671.0,163.0,2479.0,38.0,75.0,2007,97.72,0.12,0.0,2.16,19.59,4.76,72.36,1.11,2.19
12-2007,Emergency Department,Queen Margaret Hospital,NHS Fife,3106.0,3037.0,3.0,0.0,66.0,690.0,133.0,2164.0,22.0,97.0,2007,97.78,0.1,0.0,2.12,22.22,4.28,69.67,0.71,3.12
12-2007,Minor Injury Unit or Other,Falkirk Community Hospital,NHS Forth Valley,1505.0,1497.0,0.0,0.0,8.0,0.0,0.0,1029.0,193.0,283.0,2007,99.47,0.0,0.0,0.53,0.0,0.0,68.37,12.82,18.8
12-2007,Emergency Department,Stirling Community Hospital,NHS Forth Valley,3798.0,3704.0,2.0,0.0,92.0,1173.0,10.0,2127.0,28.0,460.0,2007,97.53,0.05,0.0,2.42,30.88,0.26,56.0,0.74,12.11
12-2007,Emergency Department,Aberdeen Royal Infirmary,NHS Grampian,5040.0,4806.0,26.0,2.0,206.0,1319.0,32.0,3575.0,84.0,30.0,2007,95.36,0.52,0.04,4.09,26.17,0.63,70.93,1.67,0.6
12-2007,Emergency Department,Royal Aberdeen Children's Hospital,NHS Grampian,1227.0,1225.0,0.0,0.0,2.0,376.0,0.0,850.0,1.0,0.0,2007,99.84,0.0,0.0,0.16,30.64,0.0,69.27,0.08,0.0
12-2007,Emergency Department,Dr Gray's Hospital,NHS Grampian,1736.0,1679.0,1.0,0.0,56.0,516.0,7.0,1148.0,31.0,34.0,2007,96.72,0.06,0.0,3.23,29.72,0.4,66.13,1.79,1.96
12-2007,Minor Injury Unit or Other,Kincardine Community Hospital,NHS Grampian,91.0,91.0,0.0,0.0,0.0,0.0,0.0,75.0,16.0,0.0,2007,100.0,0.0,0.0,0.0,0.0,0.0,82.42,17.58,0.0
12-2007,Minor Injury Unit or Other,Vale of Leven General Hospital,NHS Greater Glasgow and Clyde,1082.0,1061.0,0.0,0.0,21.0,322.0,1.0,677.0,69.0,13.0,2007,98.06,0.0,0.0,1.94,29.76,0.09,62.57,6.38,1.2
12-2007,Emergency Department,Inverclyde Royal Hospital,NHS Greater Glasgow and Clyde,2426.0,2370.0,1.0,0.0,55.0,618.0,3.0,1647.0,32.0,126.0,2007,97.69,0.04,0.0,2.27,25.47,0.12,67.89,1.32,5.19
12-2007,Emergency Department,Royal Alexandra Hospital,NHS Greater Glasgow and Clyde,5281.0,5135.0,0.0,0.0,146.0,1679.0,8.0,3063.0,58.0,473.0,2007,97.24,0.0,0.0,2.76,31.79,0.15,58.0,1.1,8.96
12-2007,Emergency Department,Glasgow Royal Infirmary,NHS Greater Glasgow and Clyde,5898.0,5792.0,4.0,0.0,102.0,1917.0,20.0,3555.0,107.0,299.0,2007,98.2,0.07,0.0,1.73,32.5,0.34,60.27,1.81,5.07
12-2007,Emergency Department,Stobhill Hospital,NHS Greater Glasgow and Clyde,3227.0,3149.0,2.0,0.0,76.0,1061.0,0.0,1893.0,54.0,219.0,2007,97.58,0.06,0.0,2.36,32.88,0.0,58.66,1.67,6.79
12-2007,Emergency Department,New Victoria Hospital,NHS Greater Glasgow and Clyde,5267.0,5171.0,4.0,0.0,92.0,1481.0,25.0,3592.0,128.0,41.0,2007,98.18,0.08,0.0,1.75,28.12,0.47,68.2,2.43,0.78
12-2007,Emergency Department,Queen Elizabeth University Hospital,NHS Greater Glasgow and Clyde,3652.0,3603.0,1.0,0.0,48.0,1186.0,4.0,2329.0,36.0,97.0,2007,98.66,0.03,0.0,1.31,32.48,0.11,63.77,0.99,2.66
12-2007,Emergency Department,Royal Hospital for Children,NHS Greater Glasgow and Clyde,3685.0,3611.0,0.0,0.0,74.0,566.0,67.0,3049.0,1.0,2.0,2007,97.99,0.0,0.0,2.01,15.36,1.82,82.74,0.03,0.05
12-2007,Emergency Department,West Glasgow,NHS Greater Glasgow and Clyde,4837.0,4682.0,10.0,1.0,144.0,1613.0,15.0,2752.0,137.0,320.0,2007,96.8,0.21,0.02,2.98,33.35,0.31,56.89,2.83,6.62
12-2007,Emergency Department,Raigmore Hospital,NHS Highland,2332.0,2299.0,2.0,0.0,31.0,534.0,26.0,1772.0,0.0,0.0,2007,98.58,0.09,0.0,1.33,22.9,1.11,75.99,0.0,0.0
12-2007,Emergency Department,University Hospital Monklands,NHS Lanarkshire,5193.0,5137.0,5.0,0.0,51.0,1632.0,11.0,3517.0,20.0,13.0,2007,98.92,0.1,0.0,0.98,31.43,0.21,67.73,0.39,0.25
12-2007,Emergency Department,University Hospital Hairmyres,NHS Lanarkshire,4488.0,4433.0,2.0,0.0,53.0,1121.0,12.0,3310.0,13.0,32.0,2007,98.77,0.04,0.0,1.18,24.98,0.27,73.75,0.29,0.71
12-2007,Emergency Department,University Hospital Wishaw,NHS Lanarkshire,5264.0,5197.0,26.0,15.0,26.0,1359.0,11.0,3852.0,18.0,24.0,2007,98.73,0.49,0.28,0.49,25.82,0.21,73.18,0.34,0.46
12-2007,Minor Injury Unit or Other,Western General Hospital,NHS Lothian,2670.0,2584.0,0.0,0.0,86.0,964.0,3.0,1680.0,23.0,0.0,2007,96.78,0.0,0.0,3.22,36.1,0.11,62.92,0.86,0.0
12-2007,Emergency Department,St John's Hospital,NHS Lothian,3711.0,3671.0,2.0,0.0,38.0,799.0,7.0,2579.0,89.0,237.0,2007,98.92,0.05,0.0,1.02,21.53,0.19,69.5,2.4,6.39
12-2007,Emergency Department,Royal Infirmary of Edinburgh at Little France,NHS Lothian,8567.0,8146.0,36.0,0.0,385.0,2796.0,24.0,5576.0,171.0,0.0,2007,95.09,0.42,0.0,4.49,32.64,0.28,65.09,2.0,0.0
12-2007,Emergency Department,Royal Hospital for Children and Young People,NHS Lothian,2916.0,2896.0,0.0,0.0,20.0,528.0,0.0,2387.0,1.0,0.0,2007,99.31,0.0,0.0,0.69,18.11,0.0,81.86,0.03,0.0
12-2007,Emergency Department,Gilbert Bain Hospital,NHS Shetland,704.0,698.0,0.0,0.0,6.0,129.0,2.0,550.0,3.0,20.0,2007,99.15,0.0,0.0,0.85,18.32,0.28,78.12,0.43,2.84
12-2007,Emergency Department,Ninewells Hospital,NHS Tayside,3902.0,3816.0,1.0,0.0,85.0,1128.0,18.0,2451.0,31.0,274.0,2007,97.8,0.03,0.0,2.18,28.91,0.46,62.81,0.79,7.02
12-2007,Emergency Department,Perth Royal Infirmary,NHS Tayside,2058.0,1952.0,6.0,0.0,100.0,437.0,4.0,1366.0,68.0,183.0,2007,94.85,0.29,0.0,4.86,21.23,0.19,66.38,3.3,8.89
12-2007,Minor Injury Unit or Other,Blairgowrie & Rattray Cottage Hospital,NHS Tayside,175.0,175.0,0.0,0.0,0.0,8.0,0.0,167.0,0.0,0.0,2007,100.0,0.0,0.0,0.0,4.57,0.0,95.43,0.0,0.0
12-2007,Minor Injury Unit or Other,Arbroath Infirmary,NHS Tayside,840.0,840.0,0.0,0.0,0.0,37.0,0.0,803.0,0.0,0.0,2007,100.0,0.0,0.0,0.0,4.4,0.0,95.6,0.0,0.0
12-2007,Minor Injury Unit or Other,Brechin Infirmary,NHS Tayside,153.0,152.0,0.0,0.0,1.0,2.0,0.0,151.0,0.0,0.0,2007,99.35,0.0,0.0,0.65,1.31,0.0,98.69,0.0,0.0
12-2007,Minor Injury Unit or Other,Whitehills Health and Community Care Centre,NHS Tayside,507.0,506.0,0.0,0.0,1.0,0.0,0.0,507.0,0.0,0.0,2007,99.8,0.0,0.0,0.2,0.0,0.0,100.0,0.0,0.0
12-2007,Emergency Department,Western Isles Hospital,NHS Western Isles,512.0,504.0,0.0,0.0,8.0,120.0,0.0,378.0,2.0,12.0,2007,98.44,0.0,0.0,1.56,23.44,0.0,73.83,0.39,2.34
01-2008,Emergency Department,University Hospital Crosshouse,NHS Ayrshire and Arran,5048.0,4980.0,0.0,0.0,68.0,2014.0,4.0,2770.0,52.0,208.0,2008,98.65,0.0,0.0,1.35,39.9,0.08,54.87,1.03,4.12
01-2008,Emergency Department,University Hospital Ayr,NHS Ayrshire and Arran,3212.0,3156.0,0.0,0.0,56.0,1280.0,1.0,1798.0,77.0,56.0,2008,98.26,0.0,0.0,1.74,39.85,0.03,55.98,2.4,1.74
01-2008,Emergency Department,Borders General Hospital,NHS Borders,1857.0,1796.0,2.0,0.0,59.0,746.0,7.0,914.0,22.0,168.0,2008,96.72,0.11,0.0,3.18,40.17,0.38,49.22,1.18,9.05
01-2008,Emergency Department,Galloway Community Hospital,NHS Dumfries and Galloway,891.0,872.0,4.0,0.0,15.0,116.0,2.0,761.0,12.0,0.0,2008,97.87,0.45,0.0,1.68,13.02,0.22,85.41,1.35,0.0
